Date,Guest,Primetime,Tucker
July 16 2014 Wednesday,Jill Abramson;Maria Bartiromo;Rich Lowry;Mary Kissel;Jason Chaffetz;Bill Melugin;Maria Bartiromo;,0,0
May 6 2014 Tuesday,Jim Tahmooressi,0,0
March 24 2014 Monday,Jillian Kay Melchior,0,0
March 3 2014 Monday,Jim DeMint,0,0
February 10 2014 Monday,Jim Gray,1,0
February 4 2014 Tuesday,Jim McIngvale;Joe Concha,1,0
May 6 2014 Tuesday,Robi Ludwig;Jeff Gardere;Tamara Holder;Andrea Tantaros;Joe Namath;Joe Theismann,1,0
January 6 2014 Monday,Joe Trippi;Dana Loesch,1,0
March 30 2014 Sunday,John Barrasso;Angus King,0,0
March 30 2014 Sunday,John Barrasso;Angus King,0,0
March 10 2014 Monday,John Barrasso,0,0
April 7 2014 Monday,John Boehner,1,0
May 15 2014 Thursday,ody,0,0
March 28 2014 Friday,John Bolton,0,0
February 18 2014 Tuesday,John Bolton,0,0
May 11 2014 Sunday,John Campbell;Shiza Shahid,0,0
May 11 2014 Sunday,John Campbell;Shiza Shahid,0,0
January 15 2014 Wednesday,John Cornyn,0,0
March 23 2014 Sunday,John Kasich,0,0
March 23 2014 Sunday,John Kasich,0,0
July 20 2014 Sunday,John Kerry;Ted Cruz;Robert Menendez;Bob Corker,0,0
July 20 2014 Sunday,John Kerry;Ted Cruz;Robert Menendez;Bob Corker,0,0
August 24 2014 Sunday,John McCain,0,0
August 24 2014 Sunday,John McCain,0,0
May 12 2014 Monday,John Thune,0,0
October 14 2014 Tuesday,Pat Roberts,0,0
February 27 2014 Thursday,Jason Riley;Byron York;Rick Klein,0,0
May 14 2014 Wednesday,Lanny Davis,1,0
February 18 2014 Tuesday,Kathleen Willey,1,0
April 25 2014 Friday,Keith Ablow,1,0
March 25 2014 Tuesday,Keith Alexander,0,0
May 4 2014 Sunday,Kelly Ayotte;Adam Schiff,0,0
May 4 2014 Sunday,Kelly Ayotte;Adam Schiff,0,0
February 23 2014 Sunday,Kelly Ayotte;Peter Shumlin,0,0
February 23 2014 Sunday,Kelly Ayotte;Peter Shumlin,0,0
February 26 2014 Wednesday,Kelly Ayotte,0,0
June 3 2014 Tuesday,Rand Paul,0,0
March 28 2014 Friday,Kevin Brady,0,0
June 22 2014 Sunday,Kevin McCarthy,0,0
February 26 2014 Wednesday,Kevin McCarthy;Mark Everson;Nina Easton;A.B. Stoddard;Jim Geraghty,0,0
February 6 2014 Thursday,Kim Serafin,1,0
March 6 2014 Thursday,Kimberly Guilfoyle;Eric Bolling,1,0
January 31 2014 Friday,Kirsten Haglund;Gavin McInnes;Rick Ungar,1,0
April 1 2014 Tuesday,Kirsten Powers,1,0
January 9 2014 Thursday,Lanny Davis,1,0
January 9 2014 Thursday,Larry Nordvig,0,0
February 27 2014 Thursday,Larry Sabato,1,0
March 3 2014 Monday,Larry the Cable Guy,1,0
January 31 2014 Friday,Laura Ries,1,0
October 7 2014 Tuesday,Leon Panetta;Bob Lahita,1,0
January 3 2014 Friday,Leslie Marshall;Michelle Fields,1,0
February 25 2014 Tuesday,Lindsey Graham,0,0
March 5 2014 Wednesday,Liz Cheney,1,0
February 20 2014 Thursday,Lou Pelletier,1,0
January 27 2014 Monday,Louie Gohmert,1,0
April 29 2014 Tuesday,Bill Cassidy,0,0
October 8 2014 Wednesday,Steve Scalise,0,0
April 3 2014 Thursday,Bobby Jindal,0,0
October 9 2014 Thursday,David Vitter,0,0
April 16 2014 Wednesday,Jeffrey Stauber,0,0
April 22 2014 Tuesday,Marc Thiessen,1,0
March 24 2014 Monday,Marc Thiessen;Andrew Napolitano,1,0
January 5 2014 Sunday,Mark Rienzi;Ilyse Hogue,0,0
January 5 2014 Sunday,Mark Rienzi;Ilyse Hogue,0,0
April 14 2014 Monday,Marsha Blackburn,0,0
February 11 2014 Tuesday,Martha Roby,1,0
April 3 2014 Thursday,Daniel Bongino,0,0
July 15 2014 Tuesday,Andy Harris,0,0
November 4 2014 Tuesday,Chris Van Hollen,0,0
December 31 2014 Wednesday,Daniel Bongino,0,0
January 24 2014 Friday,Matt Kittle,0,0
January 22 2014 Wednesday,Matt Kittle,0,0
April 17 2014 Thursday,Mel Ayton,1,0
March 31 2014 Monday,Michael Conger,0,0
February 10 2014 Monday,Michael Ghouse;Brigitte Gabriel,1,0
January 19 2014 Sunday,Michael Hayden;Patrick Leahy,0,0
January 19 2014 Sunday,Michael Hayden;Patrick Leahy,0,0
March 23 2014 Sunday,Michael McCaul,0,0
February 9 2014 Sunday,Michael McCaul;Adam Schiff,0,0
February 9 2014 Sunday,Michael McCaul;Adam Schiff,0,0
March 16 2014 Sunday,Michael McCaul;Peter Goelz,0,0
March 16 2014 Sunday,Michael McCaul;Peter Goelz,0,0
April 6 2014 Sunday,Michael McCaul;Tim Kaine,0,0
April 6 2014 Sunday,Michael McCaul;Tim Kaine,0,0
March 23 2014 Sunday,Michael McCaul,0,0
June 8 2014 Sunday,Michael Mukasey;Jack Keane,0,0
June 8 2014 Sunday,Michael Mukasey;Jack Keane,0,0
April 14 2014 Monday,Michel Faulkner,0,0
April 14 2014 Monday,Michele Bachmann,0,0
January 13 2014 Monday,Michelle Bachmann,0,0
March 4 2014 Tuesday,Mike Fitzpatrick,1,0
February 16 2014 Sunday,Mike Lee;Xavier Becerra,0,0
February 16 2014 Sunday,Mike Lee;Xavier Becerra,0,0
February 12 2014 Wednesday,Mike Lee,0,0
April 27 2014 Sunday,Mike Pence,0,0
April 27 2014 Sunday,Mike Pence,0,0
May 21 2014 Wednesday,Mike Pompeo,0,0
September 28 2014 Sunday,Mike Pompeo;Garry Kasparov;Richard Fisher;Steve Moore;Judith Miller;Ed Rollins,0,0
March 30 2014 Sunday,Mike Rogers,0,0
March 2 2014 Sunday,Mike Rogers,0,0
June 15 2014 Sunday,Mike Rogers;Greg Walden;Tom Price,0,0
June 15 2014 Sunday,Mike Rogers;Greg Walden;Tom Price,0,0
December 21 2014 Sunday,Mike Rogers;Ron Johnson;Ben Cardin,0,0
December 21 2014 Sunday,Mike Rogers;Ron Johnson;Ben Cardin,0,0
February 24 2014 Monday,Mike Rowe,1,0
March 4 2014 Tuesday,Mike Emanuel;Michele Bachmann,0,0
January 15 2014 Wednesday,Michele Bachmann,0,0
January 26 2014 Sunday,Mitch McConnell,0,0
January 26 2014 Sunday,Mitch McConnell,0,0
January 5 2014 Sunday,Mitt Romney,0,0
January 5 2014 Sunday,Mitt Romney,0,0
November 2 2014 Sunday,Mitt Romney;Ben Cardin,0,0
November 2 2014 Sunday,Mitt Romney;Ben Cardin,0,0
September 7 2014 Sunday,Mitt Romney;Robert Menendez;Michael McCaul,0,0
September 7 2014 Sunday,Mitt Romney;Robert Menendez;Michael McCaul,0,0
March 31 2014 Monday,Monica Froese,0,0
March 11 2014 Tuesday,Morgan Wright;Kit Darby,1,0
February 25 2014 Tuesday,Andrew Cuomo,0,0
August 4 2014 Monday,Dov Hikind,0,0
April 11 2014 Friday,Niger Innis,1,0
May 9 2014 Friday,Nolan Ryan,1,0
March 18 2014 Tuesday,John Kasich;Kate Rogers,0,0
June 24 2014 Tuesday,Tom Coburn,0,0
April 3 2014 Thursday,Patrick Donahoe,0,0
May 19 2014 Monday,Paul Ray,1,0
March 4 2014 Tuesday,Paul Ryan,1,0
October 19 2014 Sunday,Larry Summers;Paul Ryan;Chuck Nash;Ed Rollins;Judith Miller;Keith McCullough,0,0
September 2 2014 Tuesday,Scott Perry,0,0
May 13 2014 Tuesday,Pete Hegseth,1,0
May 6 2014 Tuesday,Pete Hegseth,1,0
May 15 2014 Thursday,Pete Hegseth;Ralph Peters,1,0
April 1 2014 Tuesday,Pete Hegseth,1,0
February 20 2014 Thursday,Pete Roskam,0,0
April 15 2014 Tuesday,Chris Stirewalt;Peter King,1,0
June 22 2014 Sunday,Peter King;Max Levchin;Charles Boustany;Judith Miller;Keith Banks;Tony Sayegh,0,0
April 21 2014 Monday,Peter Roskam,0,0
April 1 2014 Tuesday,Raffi Williams,1,0
March 10 2014 Monday,Ralph Peters,1,0
April 15 2014 Tuesday,Ralph Reed,0,0
April 21 2014 Monday,Cliven Bundy;Ammon Bundy;Arden Bundy;Michele Fiore;Dr. Eric Braverman;Willie Robertson,1,0
March 9 2014 Sunday,Rand Paul,0,0
March 9 2014 Sunday,Rand Paul,0,0
March 27 2014 Thursday,Randy Mastro,1,0
May 16 2014 Friday,Reince Priebus,0,0
March 3 2014 Monday,Reince Priebus,0,0
May 8 2014 Thursday,Rep. Darrell Issa;David Rice;Dr. Zuhdi Jasser,1,0
June 8 2014 Sunday,Randy Forbes;Nicholas Burns;John Faraci;Giovanni Colella;Jon Hilsenrath;Judith Miller;Ed Rollins,0,0
June 29 2014 Sunday,Bob Goodlatte;Michael Hayden,0,0
June 29 2014 Sunday,Bob Goodlatte;Michael Hayden,0,0
January 23 2014 Thursday,Jared Polis,1,0
October 9 2014 Thursday,Rep. Jason Chaffetz;Perwer Muhammad Ali;David Limbaugh;Brian Kilmeade;Steve Hayes;Bill ,1,0
July 13 2014 Sunday,Jeff Denham;Lee Terry;Klaus Kleinfeld;Keith McCullough;Ed Rollins;Judith Miller,0,0
October 5 2014 Sunday,Ron DeSantis;Jim Walsh;Alan Greenspan;Mary Kissel;Ed Rollins;Judith Miller,0,0
March 12 2014 Wednesday,Trey Gowdy,0,0
September 21 2014 Sunday,Adam Schiff;Peter King,0,0
September 21 2014 Sunday,Adam Schiff;Peter King,0,0
March 5 2014 Wednesday,Richard Costello,1,0
January 20 2014 Monday,Richard Fowler;Niger Innis,1,0
April 15 2014 Tuesday,Rick Grenell,1,0
February 18 2014 Tuesday,Rick Klein,0,0
February 11 2014 Tuesday,Rick Perry,1,0
August 17 2014 Sunday,Rick Perry;Eliot Engel;Ron Johnson,0,0
August 17 2014 Sunday,Rick Perry;Eliot Engel;Ron Johnson,0,0
February 24 2014 Monday,Rick Scott,0,0
March 2 2014 Sunday,Rob Portman;Chris Van Hollen,0,0
March 2 2014 Sunday,Rob Portman;Chris Van Hollen,0,0
February 11 2014 Tuesday,Rob Portman,0,0
March 9 2014 Sunday,Robert Gates,0,0
March 9 2014 Sunday,Robert Gates,0,0
November 23 2014 Sunday,Robert Goodlatte;Daniel Bolger;Terry Lundgren;Mohamed El-Erian;Ed Rollins;Judith Miller;Richard ,0,0
February 2 2014 Sunday,Roger Goodell,0,0
February 2 2014 Sunday,Roger Goodell,0,0
November 16 2014 Sunday,Roger Wicker;Bob Scales;T.J. Rodgers;Martin Feldstein;Ed Rollins;Judith Miller,0,0
July 6 2014 Sunday,Ron Dermer;John Barrasso;Bob Casey;Darrell Issa,0,0
July 6 2014 Sunday,Ron Dermer;John Barrasso;Bob Casey;Darrell Issa,0,0
March 13 2014 Thursday,Ron DeSantis,0,0
February 26 2014 Wednesday,Ron DeSantis,0,0
January 13 2014 Monday,Ron Fournier;Elise Viebeck,0,0
April 22 2014 Tuesday,John Bolton,0,0
February 10 2014 Monday,Ronald Castagna,1,0
February 9 2014 Sunday,Roy Blunt;Benjamin Cardin,0,0
February 9 2014 Sunday,Roy Blunt;Benjamin Cardin,0,0
March 5 2014 Wednesday,Rudolph Bell,1,0
January 20 2014 Monday,Rudy Giuliani,1,0
January 30 2014 Thursday,Rudy Giuliani,1,0
May 18 2014 Sunday,Ryan Galucci;Sam Foote,0,0
May 18 2014 Sunday,Ryan Galucci;Sam Foote,0,0
January 7 2014 Tuesday,Tim Baxter,0,0
February 11 2014 Tuesday,Sarah Palin,1,0
June 11 2014 Wednesday,Chris McDaniel;Joe Carr;Sen. Rand Paul;Lila Rose;James Carville;Lanny Davis;Brittany Guidry,1,0
January 15 2014 Wednesday,Saxby Chambliss,0,0
April 15 2014 Tuesday,Sean Lengell,0,0
October 26 2014 Sunday,David Vitter;Alex Gorsky;Prince Al-Waleed bin Talal;Ed Rollins;Jon Hilsenrath;Judith Miller,0,0
August 10 2014 Sunday,Lindsey Graham;Benjamin Cardin;Chris Coons;John Engler,0,0
August 10 2014 Sunday,Lindsey Graham;Benjamin Cardin;Chris Coons;John Engler,0,0
January 16 2014 Thursday,Sen. Lindsey Graham,1,0
January 15 2014 Wednesday,Sen. Marco Rubio,1,0
March 6 2014 Thursday,Sen. Rand Paul,1,0
February 26 2014 Wednesday,Sen. Ted Cruz,1,0
November 16 2014 Sunday,Sheldon Whitehouse;John Thune;James Lankford;Tom Cotton,0,0
November 16 2014 Sunday,Sheldon Whitehouse;John Thune;James Lankford;Tom Cotton,0,0
December 14 2014 Sunday,Sheldon Whitehouse;Karl Rove;Jose Rodriguez,0,0
December 14 2014 Sunday,Sheldon Whitehouse;Karl Rove;Jose Rodriguez,0,0
November 9 2014 Sunday,Maya MacGuineas;Scott Rasmussen;Lindsey Graham;David Rothkopf;Garry Kasparov;Ed Rollins,0,0
November 2 2014 Sunday,Jerry Moran;Larry Sabato;Jeffrey Lacker;Tony Sayegh;Mary Kissel;Judith Miller,0,0
March 4 2014 Tuesday,Chris Murphy;Susan Ferrechio;Karen Tumulty;Rick Klein,0,0
February 25 2014 Tuesday,Sen. Rand Paul,1,0
January 12 2014 Sunday,James Inhofe;Benjamin Cardin,0,0
January 12 2014 Sunday,James Inhofe;Benjamin Cardin,0,0
April 20 2014 Sunday,Sergey Kisliak,0,0
April 20 2014 Sunday,Sergey Kisliak,0,0
May 29 2014 Thursday,Andrew Tahmooressi;Pam Bondi;Rick Klein;Ron Fournier;Byron York;Lisa Evers,0,0
February 3 2014 Monday,Lindsey Graham,0,0
February 11 2014 Tuesday,Sen. Tim Scott,1,0
January 15 2014 Wednesday,Star Parker;Richard Fowler,1,0
July 27 2014 Sunday,Steve Scalise;Benjamin Netanyahu;Hanan Ashrawi,0,0
July 27 2014 Sunday,Steve Scalise;Benjamin Netanyahu;Hanan Ashrawi,0,0
March 6 2014 Thursday,Steven Horsford,1,0
February 3 2014 Monday,Tamara Holder;Brian Kilmeade,1,0
January 27 2014 Monday,Ted Cruz,0,0
November 23 2014 Sunday,Ted Cruz;Xavier Becerra;Greg Abbott,0,0
November 23 2014 Sunday,Ted Cruz;Xavier Becerra;Greg Abbott,0,0
February 16 2014 Sunday,Ted Strickland;Karl Rove,0,0
February 16 2014 Sunday,Ted Strickland;Karl Rove,0,0
July 15 2014 Tuesday,Marsha Blackburn,0,0
January 8 2014 Wednesday,Terri Chung,0,0
April 17 2014 Thursday,Terry Fator,1,0
July 7 2014 Monday,Henry Cuellar,0,0
August 28 2014 Thursday,Louie Gohmert,0,0
April 23 2014 Wednesday,Rick Perry,0,0
March 25 2014 Tuesday,Ted Cruz,0,0
February 24 2014 Monday,Thomas Sowell;James Carville,1,0
March 13 2014 Thursday,Thrin Short;Joan Short,1,0
April 13 2014 Sunday,Tim Scott;Sheldon Whitehouse,0,0
April 13 2014 Sunday,Tim Scott;Sheldon Whitehouse,0,0
March 24 2014 Monday,Tim Scott,0,0
April 17 2014 Thursday,,1,0
February 25 2014 Tuesday,Tom Coburn,0,0
January 27 2014 Monday,Tom Coburn,0,0
April 23 2014 Wednesday,Tom Dupree,1,0
August 3 2014 Sunday,Tom Frieden;Marco Rubio;Steve King;Hakeem Jeffries,0,0
August 3 2014 Sunday,Tom Frieden;Marco Rubio;Steve King;Hakeem Jeffries,0,0
February 11 2014 Tuesday,Tom Ridge,0,0
February 21 2014 Friday,Tom Shillue,0,0
May 1 2014 Thursday,Charles Krauthammer;Mara Liasson;George Will,0,0
September 28 2014 Sunday,Tony Blinken;John Barrasso;Angus King,0,0
September 28 2014 Sunday,Tony Blinken;John Barrasso;Angus King,0,0
February 18 2014 Tuesday,Tony Perkins,1,0
February 24 2014 Monday,Trey Gowdy,0,0
January 10 2014 Friday,Trey Gowdy,0,0
September 11 2014 Thursday,Nigel Farage,0,0
July 28 2014 Monday,Jack Keane,0,0
February 27 2014 Thursday,Valerie Jarrett,1,0
March 10 2014 Monday,Michael Rogers;Kyle Rogers,0,0
June 10 2014 Tuesday,Dave Brat;Mark Levin;Tucker Carlson,1,0
May 13 2014 Tuesday,Morgan Griffith,0,0
January 20 2014 Monday,Warner Wolf;Robert Tuchman,1,0
November 5 2014 Wednesday,Shelley Moore Capito,0,0
July 14 2014 Monday,Sean Duffy,0,0
April 1 2014 Tuesday,Miss Kay Robertson;Korie;Robertson;Missy Robertson;Lisa Robertson;Jessica Robertson;Juan ,1,0
May 11 2014 Sunday,Xavier Becerra;Trey Gowdy,0,0
May 11 2014 Sunday,Xavier Becerra;Trey Gowdy,0,0
July 21 2014 Monday,Yuriy Sergeyev;Ron Dermer;Oliver North;Sarah Palin;Tamara Holder;Mark Davis;Bo Dietl,1,0
April 21 2014 Monday,Willie Robertson,1,0
April 7 2014 Monday,Brent Southwell;Nick Troiano,0,0
January 28 2014 Tuesday,Marco Rubio;Joe Manchin;Chuck Schumer,1,0
June 1 2014 Sunday,Reince Priebus;Claire McCaskill;Bob Woodward;Jeff Miller;Sam Foote;Bret Baier;Amy Baier,0,0
March 31 2014 Monday,,1,0
January 14 2014 Tuesday,George Will;Julie Pace;Tucker Carlson,0,0
June 27 2014 Friday,Marc Thiessen;Jack Keane;Kirsten Powers;Barry Lynn;Carrie Severino,1,0
June 27 2014 Friday,Aaron Schock;Nina Easton;Wes Lowery;Susan Ferrechio;Morgan Wright;Darrell Issa;Michele ,0,0
March 28 2014 Friday,Roger Maynard;Jason Bellini;Terry Friel;Hank Whitmore;Christopher Voss;Colleen Keller,0,0
March 17 2014 Monday,Michael Schmidt;John Goglia;Les Abend;Jonathan Gilliam;Peter Brookes;Mike Boyd,1,0
August 25 2014 Monday,Daryl Parks;"Tiffany" Hilary Shelton;Karl Rove;Chloe Melas;Kisha Hebbon;David Webb,1,0
January 20 2014 Monday,,0,0
June 18 2014 Wednesday,Sam Kiley;Charles Woods;Dick Morris;Juan Williams;Bernard McGuirk;Geraldo Rivera;Amy Holmes;,1,0
June 16 2014 Monday,,0,0
June 19 2014 Thursday,,0,0
July 10 2014 Thursday,Peter King;Pete Hegseth;Ben Shapiro;Andrew McCarthy;Brent Bozell;Joe Trippi,1,0
June 20 2014 Friday,Kevin Brady;J. Christian Adams;Tucker Carlson;Jim Gray;Chris Stirewalt;Kirsten Powers;Pete Hegseth;,1,0
June 24 2014 Tuesday,,0,0
February 21 2014 Friday,Charles Krauthammer;Kirsten Powers;Steve Hayes,0,0
June 20 2014 Friday,Steve Leser;Francisco Hernandez;Steven Camarota;Montel Williams,1,0
April 22 2014 Tuesday,Rick Klein;Jason Riley;Susan Crabtree;Caleb Bonham;Steven Bonham;Michael Faulkner,0,0
June 23 2014 Monday,David Kennedy;Jason Riley;Susan Ferrechio;Ron Fournier;Ed Royce;Matt Salmon;Matt Bradley;Jason ,0,0
March 5 2014 Wednesday,Hans Von Spakovsky;Kate Obenshain,1,0
July 7 2014 Monday,Marc Thiessen;Andell Brown;Kyle Olson;Robert Zimmerman;Oliver North,1,0
June 20 2014 Friday,,0,0
June 25 2014 Wednesday,Patrick Howley;David Limbaugh;Jay Sekulow;Ed Klein;Bernard McGuirk;Geraldo Rivera;Elise Jordan;,1,0
February 6 2014 Thursday,Trey Gowdy;Dave Mann;Tim Scott;Susan Ferrechio;Jason Riley;Sam Baker,0,0
April 17 2014 Thursday,Chris Stirewalt;Ted Strickland,1,0
May 16 2014 Friday,Katie Pavlich;Brent Bozell;Marc Thiessen;Kirsten Powers,1,0
April 9 2014 Wednesday,,0,0
April 10 2014 Thursday,Eboni Williams;Richard Fowler;James Carville;Sharyl Attkisson,1,0
December 13 2014 Saturday,,0,0
April 15 2014 Tuesday,Cliven Bundy;Ammon Bundy;Stetsy Cox;Valerie Richardson;Deroy Murdock;Dana Perino;Thomas ,1,0
January 6 2014 Monday,Carl Hart;Keith Ablow,1,0
June 15 2014 Sunday,Buck McKeon;Jack Keane;Ed Cox;Sam Zell;Ed Rollins;Ken Hersh;Jerry Webman,0,0
April 9 2014 Wednesday,Byron York;Mary Kissel;Ryan Klein;Roger Maynard;Mike Dean; Martha Roby;Trey Gowdy;Lindsey ,0,0
May 31 2014 Saturday,Hal Scherz,0,0
January 10 2014 Friday,,0,0
August 27 2014 Wednesday,Ben Johnson;Enrique Morones;Laura Ingraham;Karl Rove;Allan Lichtman;James Hampton Cook,1,0
April 24 2014 Thursday,Byron York;Michael Shear;Ron Fournier,0,0
June 28 2014 Saturday,,0,0
October 6 2014 Monday,,1,0
March 18 2014 Tuesday,Lis Wiehl;Kimberly Guilfoyle,1,0
February 11 2014 Tuesday,Lis Wiehl;Kimberly Guilfoyle,1,0
February 4 2014 Tuesday,Lis Wiehl;Kimberly Guilfoyle,1,0
January 28 2014 Tuesday,Lis Wiehl;Kimberly Guilfoyle,1,0
February 18 2014 Tuesday,,1,0
March 4 2014 Tuesday,,1,0
May 13 2014 Tuesday,,1,0
March 11 2014 Tuesday,,1,0
March 2 2014 Sunday,Dana Milbank;Amy Holmes;Joe Concha;Marisa Guthrie;Jackie Kucinich,0,0
September 14 2014 Sunday,Harvey Levin;Jim Garrity;Dana Milbank;Christine Brennan;David Zurawik,0,0
January 21 2014 Tuesday,Bryant Jackson Green;Julia Bass;Hannah Grandy,0,0
August 16 2014 Saturday,,0,0
May 14 2014 Wednesday,Byron York;Rudy Giuliani;Naomi Mapstone;Regina Tsombanakis;Ted Williams;A.B. Stoddard;Mary ,0,0
May 20 2014 Tuesday,Marco Rubio;Kennedy;Ashley Pratte,1,0
July 21 2014 Monday,Karl Rove;Megyn Kelly;Jesse Watters,1,0
August 26 2014 Tuesday,Andy McCarthy;Duncan Hunter;Chuck Canterbury;Daryl Parks;Mark Fuhrman,1,0
June 11 2014 Wednesday,Chris Cabrera;Jeanne Zaino;David Rohde;Dennis Miller;Charles Krauthammer,1,0
February 19 2014 Wednesday,,1,0
September 20 2014 Saturday,Tevi Troy,0,0
January 24 2014 Friday,John Watters,0,0
October 9 2014 Thursday,John McCain;Clay Jenkins;Erica Ollmann Saphire;Rick Klein;Susan Ferrechio;John McCormack;,0,0
June 19 2014 Thursday,Luke Chung; Rep. Jason Chaffetz;Sen. Rand Paul; Saba Ahmed;Brigitte Gabriel;Kirsten Powers;Dagen ,1,0
September 2 2014 Tuesday,,0,0
September 2 2014 Tuesday,John McCain;John Bolton;Nile Gardiner;Rick Klein;Nina Easton;John McCormack;William Forstchen ,0,0
September 2 2014 Tuesday,Ryan Crocker;Nigel Farage;Gina Loudon;Kimberly Guilfoyle;Leeann Tweeden,1,0
October 2 2014 Thursday,John Kirby;Benjamin Netanyahu;Nina Easton;AB Stoddard;Jim Geraghty;Ted Williams;Montel Williams,0,0
October 8 2014 Wednesday,Lindsey Graham;Erica Ollmann Saphire;Rich Lowry;Mary Kissel,0,0
October 3 2014 Friday,Pete Hegseth;Kirsten Powers;Chris Stirewalt;J. Christian Adams;Mike Huckabee;Trace Gallagher;Julie ,1,0
October 10 2014 Friday,Charles Krauthammer;A.B. Stoddard;Steve Hayes,0,0
September 30 2014 Tuesday,Oliver North;Harris Zafar;Lewis Moore;Jason Chaffetz;Dan Bongino,1,0
November 17 2014 Monday,Karl Rove;Sam Dotson,1,0
October 20 2014 Monday,Saud Murrani;John Kirby;Lance Plyler;Ted Williams;Michael Baden;Ron Fournier;Susan Ferrechio;,0,0
October 13 2014 Monday,Erik Prince;Bret Stephens;Anthony Fauci;Trace Gallagher;John Galligan;Kris Paronto;John Tiegen;,1,0
August 7 2014 Thursday,John Bolton;Mitchell Prothero;Shawn Moran;Raul Salinas;Charles Krauthammer;Christine Clarridge;,0,0
September 18 2014 Thursday,Jack Keane;Seth Jones;Simon Marks;Marc Thiessen;Tom McInerney,1,0
September 25 2014 Thursday,Peter King;Jonathan Gilliam;Chris Walker;John McCormack;Jackie Kucinich;Byron York,0,0
August 19 2014 Tuesday,Nicholas Pistor;Benjamin Crump;Katie Phang;Ted Williams,0,0
September 17 2014 Wednesday,Kelly Ayotte;Carl Higbie;Phillip Bump;Mary Kissel;Rich Lowry;Trey Gowdy;Allison Tevlin;Michael ,0,0
October 20 2014 Monday,,0,0
April 11 2014 Friday,,0,0
August 4 2014 Monday,,0,0
July 31 2014 Thursday,Ron Dermer;J. Christian Adams;Robert Lahita,1,0
July 29 2014 Tuesday,Sen. Marco Rubio;Michael Oren;Byron York;Dana Perino;Deroy Murdock,1,0
July 29 2014 Tuesday,Brooke Goldstein;Larry Korb;Mike Rogers;Johanna Fernandez;Mark Regev,1,0
July 15 2014 Tuesday,Buck Sexton;Glenn Beck;Dinesh D'Souza;Patricia Ireland,1,0
July 23 2014 Wednesday,,0,0
July 25 2014 Friday,Sen. Rand Paul;Kirsten Haglund;Geraldo Rivera;Bo Dietl;Frank Luntz,1,0
August 3 2014 Sunday,Dennis Ross;John McCain;Martin Feldstein;Harvey Pitt;Ed Rollins;Judith Miller;Mike Crofton,0,0
August 5 2014 Tuesday,Alon Davidi;Yaakov Amidror;Micky Rosenfeld,1,0
August 4 2014 Monday,Ben Carson;Buck Sexton;Tom Marino;Marc Siegel;Pete Hesgseth,1,0
August 6 2014 Wednesday,Ron Prosor;John Sununu;Rick Klein;Betsy Woodruff;Jim Geraghty;John Bolton,0,0
March 5 2014 Wednesday,,1,0
September 24 2014 Wednesday,J.D. Gordon,0,0
October 30 2014 Thursday,J.D. Gordon,0,0
April 23 2014 Wednesday,J.D. Gordon,0,0
April 17 2014 Thursday,,1,0
August 20 2014 Wednesday,,0,0
May 20 2014 Tuesday,,1,0
May 1 2014 Thursday,Lanny Davis;Jay Sekulow;Pat Smith;Sen. Rand Paul;Charles Krauthammer;Brian Kilmeade;Kirsten ,1,0
December 16 2014 Tuesday,Adam Smith;Jonathan Boone;John McCain;Peter King;George Hunter;Katie Phang;Ted Williams;Rick ,0,0
December 16 2014 Tuesday,Larry Sabato;Muhammad Siddeeq;Juan Williams;Deroy Murdock;Merisa Davis,1,0
September 5 2014 Friday,Buck Sexton;Mike Huckabee;Dinesh D'Souza;Tom McInerney;Tucker Carlson;Kirsten Powers;Brent ,1,0
